679,Ha noi,737,Ngoc Hoi,Hoang Mai,4,1,24,1,1,0,An ninh tot chu tro de tinh,1,15382195,Nha Rieng,59,2018-01-11,2021-10-07,1128
680,Ha noi,240,Doi Nhan,Ba Dinh,3,1,24,1,1,1,An ninh tot chu tro de tinh,1,2029219,Nha Tro,28,2018-07-02,2023-04-01,1130
681,Ha noi,329,Le Van Luong,Thanh Xuan,8,1,24,1,0,0,An ninh tot chu tro de tinh,1,7787630,Chung Cu,71,2018-10-10,2020-06-20,1140
682,Ha noi,656,Hoang Mai,Hoang Mai,2,1,0,1,0,0,An ninh tot chu tro de tinh,1,1728922,Nha Tro,27,2019-07-03,2021-10-08,1148
683,Ha noi,23,Dai Tu,Hoang Mai,4,1,0,1,1,1,An ninh tot chu tro de tinh,1,18290081,Nha Rieng,58,2018-02-26,2020-08-27,1149
684,Ha noi,598,Giai Phong,Hoang Mai,3,1,22,1,0,1,An ninh tot chu tro de tinh,1,8164145,Chung Cu,102,2019-07-26,2021-02-11,1150
685,TP HCM,463,Phan Ton,Quan 1,2,1,22,1,0,1,An ninh tot chu tro de tinh,1,15608249,Nha Rieng,26,2019-02-25,2021-11-12,1152
686,Ha noi,808,Kim Giang,Hoang Mai,7,1,22,1,1,1,An ninh tot chu tro de tinh,1,17574076,Nha Rieng,50,2019-07-31,2022-08-07,1157
687,Ha noi,21,Giai Phong,Hoang Mai,2,1,23,1,1,1,An ninh tot chu tro de tinh,1,14627027,Chung Cu,104,2018-05-25,2023-09-10,1160
688,Ha noi,606,Dang Xuan Bang,Hoang Mai,4,1,24,1,1,1,An ninh tot chu tro de tinh,1,1388706,Nha Tro,23,2019-11-22,2023-06-04,1165
689,Ha noi,892,Hoang Minh Giam,Thanh Xuan,7,1,0,1,0,0,An ninh tot chu tro de tinh,1,9890729,Chung Cu,101,2018-03-27,2023-07-19,1168
690,Ha noi,950,Nguyen Trai,Thanh Xuan,1,1,23,1,0,0,An ninh tot chu tro de tinh,1,4960106,Nha Tro,39,2019-12-30,2022-02-18,1169
691,Ha noi,605,Linh Duong,Hoang Mai,2,1,23,1,1,1,An ninh tot chu tro de tinh,1,2208233,Nha Tro,24,2019-05-02,2022-08-31,1171
692,TP HCM,259,Phan Ngu,Quan 1,7,1,23,1,0,1,An ninh tot chu tro de tinh,1,23606894,Nha Rieng,41,2019-05-29,2022-11-22,1173
693,Ha noi,430,Khuat Duy Tien,Thanh Xuan,2,1,24,1,0,1,An ninh tot chu tro de tinh,1,13982097,Nha Rieng,41,2018-11-29,2022-05-15,1176
694,Ha noi,874,Nghiem Xuan Yem,Hoang Mai,8,1,22,1,1,0,An ninh tot chu tro de tinh,1,24176468,Chung Cu,90,2019-07-13,2021-07-16,1180
695,TP HCM,74,Phan Ton,Quan 1,4,1,0,1,1,0,An ninh tot chu tro de tinh,1,4973631,Nha Tro,25,2018-05-23,2023-07-29,1181
696,Ha noi,88,Truc Bach,Ba Dinh,2,1,0,1,0,0,An ninh tot chu tro de tinh,1,18593086,Chung Cu,103,2019-02-16,2022-11-30,1185
648,Ha Noi,3,Tran Dai Nghia,Hai Ba Trung,3,1,0,1,1,1,Very good,,2000000,Nha Tro,20,2020-11-04,2021-12-31,1005
697,Ha noi,269,An Xa,Ba Dinh,8,1,0,1,0,0,An ninh tot chu tro de tinh,1,1230667,Nha Tro,24,2019-02-04,2021-01-07,1186
698,TP HCM,272,Phan Ngu,Quan 1,4,1,0,1,1,1,An ninh tot chu tro de tinh,1,5137368,Nha Rieng,28,2019-10-11,2022-04-16,1188
699,Ha noi,925,Dang Xuan Bang,Hoang Mai,4,1,22,1,1,0,An ninh tot chu tro de tinh,1,2916610,Nha Tro,15,2018-04-04,2020-02-22,1193
700,Ha noi,883,To Huu,Thanh Xuan,4,1,24,1,0,1,An ninh tot chu tro de tinh,1,14251199,Chung Cu,94,2019-07-05,2023-02-15,1197
701,Ha noi,971,Kim Giang,Thanh Xuan,1,1,23,1,1,1,An ninh tot chu tro de tinh,1,10206955,Nha Rieng,48,2018-02-19,2023-01-28,1202
652,Ha noi,191,Giang Van Minh,Ba Dinh,3,1,0,1,0,0,"<p>An ninh tot chu tro de tinh</p>
",1,19914612,Chung Cu,47,,,1005
650,Ha Noi,3,Tran Dai Nghia,Hai Ba Trung,3,1,0,1,1,1,Very good,,2000009,Nha Tro,20,,,1005
651,Thai Binh,123,Nguyen Trai,Dong Da,2,1,0,1,1,0,"<p>GOOD</p>
",,3000000,Nha Tro,43,,,1005
417,Ha noi,193,Giang Van Minh,Ba Dinh,1,1,22,1,0,1,"<p>An ninh tot chu tro de tinh</p>
",1,6852964,Nha Rieng,32,2019-04-22,2021-04-19,1005
418,Ha noi,656,Giai Phong,Hoang Mai,7,1,23,1,1,1,An ninh tot chu tro de tinh,0,8703361,Nha Rieng,26,2018-03-26,2021-09-10,1006
419,Ha noi,74,Giang Van Minh,Ba Dinh,5,1,22,1,1,1,An ninh tot chu tro de tinh,0,19941057,Nha Rieng,45,2019-03-11,2021-04-05,1007
420,Ha noi,343,Kim Giang,Hoang Mai,3,1,24,1,1,1,An ninh tot chu tro de tinh,0,6323839,Nha Rieng,32,2018-03-04,2022-10-05,1014
421,TP HCM,600,Nguyen Hue,Quan 1,2,1,0,1,0,0,An ninh tot chu tro de tinh,0,16702804,Nha Rieng,59,2019-10-21,2023-12-04,1016
422,Ha noi,117,Truong Chinh,Thanh Xuan,8,1,23,1,0,1,An ninh tot chu tro de tinh,0,3189520,Nha Tro,32,2019-01-11,2022-06-03,1020
423,TP HCM,850,Phan Ton,Quan 1,6,1,22,1,0,1,An ninh tot chu tro de tinh,0,14334344,Chung Cu,87,2019-10-25,2022-12-11,1023
424,TP HCM,723,Nguyen Hue,Quan 1,2,1,22,1,1,0,An ninh tot chu tro de tinh,0,13704115,Chung Cu,78,2018-01-08,2022-05-12,1024
425,TP HCM,737,Phan Ngu,Quan 1,7,1,22,1,0,0,An ninh tot chu tro de tinh,0,6304384,Nha Rieng,44,2018-04-11,2022-07-26,1025
426,Ha noi,91,Thuong Dinh,Thanh Xuan,6,1,22,1,1,1,An ninh tot chu tro de tinh,0,1105165,Nha Tro,18,2019-02-07,2021-11-29,1028
427,TP HCM,945,Nguyen Hue,Quan 1,2,1,23,1,0,0,An ninh tot chu tro de tinh,0,3855565,Nha Tro,30,2018-02-08,2021-11-25,1038
428,TP HCM,831,Nguyen Huu Canh,Quan 1,8,1,23,1,1,0,An ninh tot chu tro de tinh,0,13736373,Chung Cu,71,2018-01-24,2023-08-15,1049
429,TP HCM,787,Phan Ngu,Quan 1,4,1,22,1,0,0,An ninh tot chu tro de tinh,0,3669029,Nha Tro,25,2019-01-22,2023-12-15,1050
430,Ha noi,353,Chu Van An,Ba Dinh,2,1,22,1,0,1,An ninh tot chu tro de tinh,0,2386290,Nha Tro,25,2019-05-26,2020-06-24,1053
431,Ha noi,134,Chu Van An,Ba Dinh,3,1,23,1,1,1,An ninh tot chu tro de tinh,0,10135007,Chung Cu,82,2018-06-06,2022-03-19,1056
432,Ha noi,97,Mai Dong,Hoang Mai,2,1,0,1,1,1,An ninh tot chu tro de tinh,0,5391249,Nha Rieng,59,2019-02-23,2020-03-13,1061
433,Ha noi,111,Chu Van An,Ba Dinh,2,1,24,1,0,0,An ninh tot chu tro de tinh,0,24002057,Nha Rieng,58,2018-12-29,2021-08-30,1062
434,Ha noi,638,Doi Nhan,Ba Dinh,7,1,23,1,0,0,An ninh tot chu tro de tinh,0,20599749,Chung Cu,84,2018-08-07,2021-12-14,1065
435,Ha noi,752,Cua Bac,Ba Dinh,1,1,24,1,0,0,An ninh tot chu tro de tinh,0,15887644,Nha Rieng,44,2018-05-02,2021-03-30,1069
436,Ha noi,243,Giang Van Minh,Ba Dinh,7,1,24,1,1,1,An ninh tot chu tro de tinh,0,1738672,Nha Tro,23,2019-06-07,2021-02-05,1072
437,Ha noi,682,Buoi,Ba Dinh,8,1,0,1,1,1,An ninh tot chu tro de tinh,0,21490941,Nha Rieng,44,2019-01-29,2023-06-20,1081
438,Ha noi,691,Hoang Van Thai,Thanh Xuan,6,1,22,1,0,1,An ninh tot chu tro de tinh,0,1296006,Nha Tro,25,2019-11-01,2020-06-08,1098
439,TP HCM,593,Nguyen Huu Canh,Quan 1,2,1,0,1,1,0,An ninh tot chu tro de tinh,0,4697606,Nha Tro,27,2018-07-19,2021-03-04,1103
440,Ha noi,956,Giang Van Minh,Ba Dinh,8,1,23,1,0,0,An ninh tot chu tro de tinh,0,2771468,Nha Tro,38,2019-06-19,2020-06-28,1105
441,Ha noi,994,Kim Giang,Thanh Xuan,7,1,0,1,1,1,An ninh tot chu tro de tinh,0,10314024,Chung Cu,68,2018-02-18,2023-01-16,1111
442,Ha noi,243,Giang Van Minh,Ba Dinh,2,1,22,1,1,0,An ninh tot chu tro de tinh,0,1346391,Nha Tro,19,2018-03-08,2022-11-10,1118
443,TP HCM,782,Nguyen Hue,Quan 1,8,1,23,1,0,0,An ninh tot chu tro de tinh,0,11470803,Chung Cu,79,2018-07-27,2023-03-18,1121
444,Ha noi,737,Ngoc Hoi,Hoang Mai,3,1,0,1,1,1,An ninh tot chu tro de tinh,0,1699505,Nha Tro,29,2018-03-30,2021-11-13,1128
445,Ha noi,240,Doi Nhan,Ba Dinh,8,1,0,1,1,0,An ninh tot chu tro de tinh,0,18593006,Chung Cu,96,2018-12-31,2020-11-07,1130
446,Ha noi,329,Le Van Luong,Thanh Xuan,5,1,24,1,1,1,An ninh tot chu tro de tinh,0,16548288,Chung Cu,96,2019-07-30,2022-03-05,1140
447,Ha noi,656,Hoang Mai,Hoang Mai,2,1,23,1,0,1,An ninh tot chu tro de tinh,0,10089870,Nha Rieng,45,2018-03-19,2023-09-23,1148
448,Ha noi,23,Dai Tu,Hoang Mai,3,1,23,1,1,0,An ninh tot chu tro de tinh,0,14245381,Nha Rieng,28,2019-05-15,2023-07-26,1149
449,Ha noi,598,Giai Phong,Hoang Mai,1,1,24,1,0,0,An ninh tot chu tro de tinh,0,6006977,Chung Cu,103,2019-09-08,2021-11-01,1150
450,TP HCM,463,Phan Ton,Quan 1,5,1,0,1,1,1,An ninh tot chu tro de tinh,0,11550682,Chung Cu,58,2019-02-03,2021-10-12,1152
451,Ha noi,808,Kim Giang,Hoang Mai,4,1,0,1,0,1,An ninh tot chu tro de tinh,0,22570813,Nha Rieng,45,2019-09-01,2021-07-10,1157
452,Ha noi,21,Giai Phong,Hoang Mai,6,1,24,1,0,1,An ninh tot chu tro de tinh,0,13233595,Chung Cu,49,2018-11-21,2023-10-28,1160
453,Ha noi,606,Dang Xuan Bang,Hoang Mai,2,1,23,1,1,1,An ninh tot chu tro de tinh,0,3832304,Nha Tro,16,2019-03-25,2021-12-03,1165
454,Ha noi,892,Hoang Minh Giam,Thanh Xuan,3,1,23,1,0,1,An ninh tot chu tro de tinh,0,3347956,Nha Tro,26,2019-04-02,2020-10-07,1168
455,Ha noi,950,Nguyen Trai,Thanh Xuan,1,1,23,1,0,1,An ninh tot chu tro de tinh,0,5121555,Chung Cu,87,2019-03-16,2023-07-17,1169
456,Ha noi,605,Linh Duong,Hoang Mai,8,1,0,1,1,0,An ninh tot chu tro de tinh,0,1717708,Nha Tro,15,2018-08-16,2022-03-29,1171
457,TP HCM,259,Phan Ngu,Quan 1,8,1,23,1,1,1,An ninh tot chu tro de tinh,0,21239697,Chung Cu,110,2018-11-21,2022-08-08,1173
458,Ha noi,430,Khuat Duy Tien,Thanh Xuan,8,1,22,1,1,0,An ninh tot chu tro de tinh,0,2897196,Nha Tro,26,2019-04-19,2021-01-02,1176
459,Ha noi,874,Nghiem Xuan Yem,Hoang Mai,1,1,24,1,1,1,An ninh tot chu tro de tinh,0,4784724,Nha Tro,19,2018-05-03,2022-11-24,1180
460,TP HCM,74,Phan Ton,Quan 1,2,1,24,1,1,1,An ninh tot chu tro de tinh,0,16902361,Chung Cu,105,2019-10-17,2023-05-04,1181
461,Ha noi,88,Truc Bach,Ba Dinh,7,1,22,1,0,0,An ninh tot chu tro de tinh,0,13866623,Chung Cu,58,2018-05-27,2022-04-22,1185
462,Ha noi,269,An Xa,Ba Dinh,1,1,24,1,1,1,An ninh tot chu tro de tinh,0,22671001,Chung Cu,54,2018-07-07,2022-06-18,1186
463,TP HCM,272,Phan Ngu,Quan 1,7,1,0,1,0,0,An ninh tot chu tro de tinh,0,4001375,Nha Tro,18,2018-03-31,2022-04-04,1188
464,Ha noi,925,Dang Xuan Bang,Hoang Mai,2,1,23,1,1,0,An ninh tot chu tro de tinh,0,18797943,Chung Cu,99,2019-10-22,2020-09-03,1193
465,Ha noi,883,To Huu,Thanh Xuan,8,1,22,1,0,1,An ninh tot chu tro de tinh,0,10089080,Nha Rieng,41,2018-10-20,2020-11-02,1197
466,Ha noi,971,Kim Giang,Thanh Xuan,1,1,24,1,0,0,An ninh tot chu tro de tinh,0,3791608,Nha Tro,27,2018-03-13,2021-11-08,1202
467,TP HCM,107,Nguyen Hue,Quan 1,2,1,22,1,0,0,An ninh tot chu tro de tinh,0,22576842,Nha Rieng,27,2018-10-18,2020-02-23,1207
468,Ha noi,419,Thuong Dinh,Thanh Xuan,4,1,22,1,1,0,An ninh tot chu tro de tinh,0,4759201,Nha Tro,35,2018-11-03,2020-01-02,1210
469,Ha noi,225,Khuat Duy Tien,Thanh Xuan,4,1,0,1,1,1,An ninh tot chu tro de tinh,0,8759454,Nha Rieng,53,2018-08-24,2021-08-07,1217
470,Ha noi,561,Nguyen Trai,Thanh Xuan,4,1,0,1,1,0,An ninh tot chu tro de tinh,0,22660878,Chung Cu,75,2018-02-09,2020-12-20,1226
471,Ha noi,61,An Xa,Ba Dinh,2,1,22,1,0,0,An ninh tot chu tro de tinh,0,3745674,Nha Tro,28,2018-01-06,2021-01-09,1230
472,Ha noi,851,Nghiem Xuan Yem,Hoang Mai,5,1,24,1,1,1,An ninh tot chu tro de tinh,0,6967570,Nha Rieng,55,2018-12-24,2022-04-28,1233
473,TP HCM,88,Nguyen Hue,Quan 1,1,1,23,1,1,0,An ninh tot chu tro de tinh,0,20986169,Nha Rieng,32,2018-08-12,2020-07-20,1240
474,TP HCM,623,Phan Ngu,Quan 1,1,1,23,1,1,1,An ninh tot chu tro de tinh,0,24170053,Nha Rieng,40,2018-01-01,2022-09-28,1243
475,TP HCM,102,Nguyen Hue,Quan 1,3,1,23,1,0,0,An ninh tot chu tro de tinh,0,6779668,Chung Cu,40,2019-10-03,2021-06-30,1245
476,Ha noi,325,To Huu,Thanh Xuan,5,1,23,1,0,1,An ninh tot chu tro de tinh,0,3827852,Nha Tro,35,2019-07-02,2023-04-20,1253
477,Ha noi,572,Giap Bat,Hoang Mai,8,1,24,1,1,1,An ninh tot chu tro de tinh,0,5339874,Nha Rieng,55,2019-03-14,2023-04-16,1258
478,Ha noi,927,Doi Nhan,Ba Dinh,4,1,0,1,0,0,An ninh tot chu tro de tinh,0,5104381,Nha Rieng,54,2019-03-05,2020-10-02,1262
479,Ha noi,806,To Huu,Thanh Xuan,6,1,24,1,0,0,An ninh tot chu tro de tinh,0,22205720,Nha Rieng,43,2019-01-26,2022-03-26,1264
480,Ha noi,798,Nguyen An Ninh,Hoang Mai,3,1,24,1,1,1,An ninh tot chu tro de tinh,0,22895857,Chung Cu,63,2019-09-14,2022-03-22,1267
481,TP HCM,210,Phan Ton,Quan 1,1,1,24,1,1,1,An ninh tot chu tro de tinh,0,5940730,Chung Cu,57,2019-10-21,2020-02-24,1268
482,Ha noi,260,Lang,Thanh Xuan,4,1,24,1,0,1,An ninh tot chu tro de tinh,0,23510892,Nha Rieng,32,2019-11-07,2021-05-04,1270
483,Ha noi,105,Nguyen Trai,Thanh Xuan,5,1,22,1,0,1,An ninh tot chu tro de tinh,0,1480864,Nha Tro,23,2018-09-15,2020-10-12,1277
484,Ha noi,795,Dang Xuan Bang,Hoang Mai,5,1,22,1,1,1,An ninh tot chu tro de tinh,0,2022120,Nha Tro,20,2019-02-22,2022-11-04,1282
485,TP HCM,81,Phan Ton,Quan 1,5,1,22,1,1,1,An ninh tot chu tro de tinh,0,10090611,Nha Rieng,60,2018-09-25,2022-02-19,1284
486,Ha noi,791,Linh Dam,Hoang Mai,1,1,23,1,1,0,An ninh tot chu tro de tinh,0,24346750,Nha Rieng,55,2018-09-24,2021-12-30,1286
487,Ha noi,327,Linh Duong,Hoang Mai,5,1,0,1,0,1,An ninh tot chu tro de tinh,0,4205472,Nha Tro,31,2018-01-14,2020-07-03,1287
488,TP HCM,679,Phan Ngu,Quan 1,6,1,24,1,1,1,An ninh tot chu tro de tinh,0,4138355,Chung Cu,95,2018-09-11,2021-04-11,1288
489,TP HCM,30,Phan Ton,Quan 1,6,1,22,1,0,0,An ninh tot chu tro de tinh,0,1907675,Nha Tro,27,2019-11-28,2023-04-08,1292
490,Ha noi,298,Hoang Van Thai,Thanh Xuan,1,1,24,1,0,1,An ninh tot chu tro de tinh,0,5239717,Chung Cu,50,2018-10-27,2023-03-07,1295
491,TP HCM,818,Phan Ton,Quan 1,5,1,22,1,1,0,An ninh tot chu tro de tinh,0,23696127,Chung Cu,79,2019-02-02,2020-05-04,1296
492,Ha noi,91,Giang Van Minh,Ba Dinh,7,1,24,1,0,1,An ninh tot chu tro de tinh,0,9970013,Chung Cu,100,2019-07-08,2020-03-17,1297
493,Ha noi,31,Doi Nhan,Ba Dinh,2,1,0,1,0,1,An ninh tot chu tro de tinh,0,11807658,Nha Rieng,36,2019-07-04,2023-12-12,1299
494,TP HCM,254,Phan Ton,Quan 1,1,1,24,1,1,1,An ninh tot chu tro de tinh,0,11722964,Nha Rieng,45,2019-01-23,2023-09-20,1300
495,Ha noi,669,Doi Nhan,Ba Dinh,5,1,23,1,0,0,An ninh tot chu tro de tinh,0,20645427,Nha Rieng,40,2018-03-16,2020-11-22,1312
496,Ha noi,192,Buoi,Ba Dinh,2,1,22,1,1,0,An ninh tot chu tro de tinh,0,2685577,Nha Tro,28,2019-07-07,2021-09-24,1313
497,TP HCM,174,Nguyen Huu Canh,Quan 1,7,1,22,1,0,1,An ninh tot chu tro de tinh,0,10931129,Nha Rieng,59,2018-10-27,2020-03-28,1318
498,Ha noi,592,Linh Duong,Hoang Mai,2,1,23,1,1,0,An ninh tot chu tro de tinh,0,4109750,Nha Tro,26,2018-02-17,2022-09-26,1319
499,Ha noi,501,Hoang Mai,Hoang Mai,8,1,22,1,0,1,An ninh tot chu tro de tinh,0,16534303,Chung Cu,64,2018-01-12,2023-09-21,1320
500,Ha noi,163,Chu Van An,Ba Dinh,4,1,24,1,0,0,An ninh tot chu tro de tinh,0,14265283,Chung Cu,50,2018-12-29,2021-01-16,1325
501,Ha noi,377,Dang Xuan Bang,Hoang Mai,8,1,23,1,0,0,An ninh tot chu tro de tinh,0,3521686,Nha Tro,21,2019-08-24,2020-03-29,1340
502,Ha noi,798,Doi Nhan,Ba Dinh,5,1,23,1,1,1,An ninh tot chu tro de tinh,0,12902727,Nha Rieng,33,2019-03-14,2022-08-22,1342
503,Ha noi,851,Truc Bach,Ba Dinh,2,1,24,1,0,0,An ninh tot chu tro de tinh,0,18843053,Nha Rieng,57,2018-05-28,2021-03-09,1345
504,Ha noi,983,Nguyen An Ninh,Hoang Mai,5,1,24,1,1,0,An ninh tot chu tro de tinh,0,10726401,Chung Cu,107,2019-06-11,2023-07-25,1348
505,TP HCM,608,Nguyen Huu Canh,Quan 1,2,1,0,1,1,0,An ninh tot chu tro de tinh,0,5832076,Nha Rieng,48,2019-10-09,2020-08-10,1349
506,Ha noi,753,Buoi,Ba Dinh,2,1,0,1,0,0,An ninh tot chu tro de tinh,0,1364268,Nha Tro,20,2018-06-14,2021-02-18,1357
507,Ha noi,672,Truc Bach,Ba Dinh,7,1,0,1,1,0,An ninh tot chu tro de tinh,0,15295139,Nha Rieng,30,2018-03-04,2021-12-25,1358
508,TP HCM,342,Phan Ton,Quan 1,7,1,0,1,1,1,An ninh tot chu tro de tinh,0,14922633,Nha Rieng,57,2018-11-17,2023-02-16,1364
509,Ha noi,503,Hoang Minh Giam,Thanh Xuan,1,1,24,1,0,1,An ninh tot chu tro de tinh,0,6430335,Nha Rieng,54,2019-12-16,2020-12-27,1365
510,Ha noi,610,Hoang Van Thai,Thanh Xuan,6,1,23,1,0,0,An ninh tot chu tro de tinh,0,4622749,Nha Tro,15,2019-04-13,2023-07-04,1367
511,Ha noi,51,Le Trong Tan,Thanh Xuan,2,1,23,1,0,1,An ninh tot chu tro de tinh,0,6668417,Nha Rieng,30,2019-10-07,2023-03-15,1370
512,Ha noi,641,Ngoc Hoi,Hoang Mai,5,1,24,1,0,0,An ninh tot chu tro de tinh,0,20647062,Nha Rieng,30,2018-12-25,2022-06-12,1376
513,Ha noi,877,Khuat Duy Tien,Thanh Xuan,5,1,0,1,0,0,An ninh tot chu tro de tinh,0,22076553,Chung Cu,106,2019-12-27,2021-03-01,1378
514,TP HCM,142,Phan Ton,Quan 1,5,1,22,1,1,0,An ninh tot chu tro de tinh,0,2796574,Nha Tro,37,2018-07-03,2021-11-14,1379
515,Ha noi,136,Dai Tu,Hoang Mai,8,1,22,1,0,1,An ninh tot chu tro de tinh,0,9287310,Chung Cu,63,2019-03-07,2020-05-07,1385
516,Ha noi,814,Lang,Thanh Xuan,4,1,0,1,1,0,An ninh tot chu tro de tinh,0,15995497,Nha Rieng,50,2018-10-05,2020-10-27,1389
517,Ha noi,970,Truc Bach,Ba Dinh,5,1,23,1,1,1,An ninh tot chu tro de tinh,0,12767047,Chung Cu,79,2019-12-26,2020-03-27,1396
518,Ha noi,388,Doi Nhan,Ba Dinh,4,1,24,1,0,0,An ninh tot chu tro de tinh,0,21077693,Chung Cu,45,2019-02-10,2022-05-27,1397
519,TP HCM,991,Nguyen Hue,Quan 1,3,1,24,1,1,1,An ninh tot chu tro de tinh,0,12413185,Chung Cu,76,2018-10-19,2022-08-06,1398
520,Ha noi,239,Nguyen An Ninh,Hoang Mai,1,1,22,1,0,0,An ninh tot chu tro de tinh,0,1492314,Nha Tro,30,2019-04-28,2023-08-05,1403
521,Ha noi,157,Dang Xuan Bang,Hoang Mai,6,1,0,1,1,1,An ninh tot chu tro de tinh,0,19025285,Chung Cu,47,2018-06-27,2023-09-27,1408
522,Ha noi,919,Dang Xuan Bang,Hoang Mai,8,1,24,1,1,1,An ninh tot chu tro de tinh,0,13659636,Nha Rieng,50,2019-12-29,2023-05-03,1409
523,Ha noi,842,Hoang Mai,Hoang Mai,4,1,23,1,1,0,An ninh tot chu tro de tinh,0,8048985,Chung Cu,97,2019-09-22,2020-02-07,1420
524,Ha noi,472,Giai Phong,Hoang Mai,7,1,24,1,0,1,An ninh tot chu tro de tinh,0,3787323,Nha Tro,24,2019-04-20,2020-06-29,1421
525,Ha noi,792,To Huu,Thanh Xuan,6,1,24,1,1,0,An ninh tot chu tro de tinh,0,7962586,Chung Cu,66,2019-05-05,2021-09-04,1426
526,TP HCM,334,Phan Ton,Quan 1,3,1,24,1,1,1,An ninh tot chu tro de tinh,0,15528462,Chung Cu,85,2019-10-12,2022-07-08,1432
